Id,Probability
100004,0.394781
100015,0.149037
100026,0.631319
100030,0.671021
100047,0.422435
100052,0.401122
100056,0.197347
100061,0.419684
100067,0.322484
100068,0.558224
100082,0.317359
100084,0.332918
100097,0.63345
100098,0.520309
100100,0.155943
100122,0.289416
100128,0.449662
100134,0.494429
100138,0.226984
100146,0.731289
100161,0.481282
100167,0.709553
100184,0.423203
100187,0.349676
100189,0.410006
100202,0.213606
100206,0.500563
100212,0.478166
100218,0.560605
100219,0.344037
100226,0.460254
100227,0.597156
100229,0.442259
100243,0.467259
100257,0.345016
100258,0.30061
100265,0.654571
100274,0.556504
100276,0.072498
100287,0.517688
100289,0.461501
100294,0.314799
100307,0.510669
100313,0.229859
100322,0.388164
100326,0.670199
100332,0.394724
100334,0.528965
100339,0.570993
100344,0.30485
100351,0.407815
100359,0.537674
100375,0.763962
100392,0.506493
100401,0.586356
100403,0.780355
100419,0.253058
100426,0.294382
100432,0.307807
100433,0.379586
100444,0.319644
100448,0.451418
100452,0.404005
100456,0.427861
100465,0.3844
100475,0.46278
100479,0.197347
100483,0.260535
100490,0.52544
100492,0.675142
100499,0.605065
100505,0.151317
100509,0.548628
100513,0.79329
100514,0.34401
100519,0.426332
100528,0.357562
100530,0.421912
100536,0.394988
100541,0.808901
100543,0.327148
100544,0.282274
100554,0.450901
100562,0.856636
100563,0.392247
100569,0.430303
100572,0.496055
100574,0.862741
100578,0.266383
100594,0.647797
100595,0.375269
100598,0.225684
100603,0.519574
100604,0.498833
100606,0.468678
100617,0.474696
100634,0.281789
100638,0.621669
100641,0.423362
100649,0.62796
100653,0.538328
100654,0.269807
100655,0.189823
100676,0.533971
100678,0.771177
100692,0.151791
100698,0.504288
100703,0.447067
100708,0.602708
100712,0.72989
100713,0.482413
100716,0.449587
100722,0.30697
100729,0.462152
100733,0.351583
100739,0.677097
100747,0.676375
100751,0.17482
100759,0.575321
100765,0.447903
100767,0.503058
100772,0.452694
100780,0.59328
100783,0.318237
100787,0.587157
100815,0.355322
100817,0.5289
100818,0.360809
100830,0.237052
100840,0.757054
100843,0.498591
100857,0.396227
100859,0.294292
100865,0.433848
100873,0.707807
100886,0.792233
100893,0.640719
100896,0.381578
100913,0.54092
100918,0.781618
100921,0.234345
100928,0.738049
100945,0.394001
100947,0.502101
100952,0.599463
100955,0.32135
100959,0.154722
100960,0.56406
100962,0.385248
100972,0.355848
100980,0.594064
100999,0.160257
101000,0.601449
101002,0.343387
101003,0.542477
101010,0.365968
101012,0.746116
101023,0.609702
101031,0.738251
101039,0.721041
101040,0.536646
101050,0.406517
101054,0.521124
101056,0.655171
101060,0.34012
101068,0.588982
101082,0.566181
101083,0.507766
101093,0.474094
101099,0.351969
101107,0.448955
101111,0.107043
101113,0.690489
101115,0.455984
101119,0.494307
101123,0.523753
101125,0.683094
101129,0.630286
101130,0.529555
101132,0.400851
101135,0.801637
101140,0.573044
101145,0.240798
101153,0.157752
101156,0.68814
101159,0.580834
101162,0.548036
101171,0.499731
101181,0.191739
101197,0.318875
101228,0.108798
101235,0.600253
101238,0.295896
101243,0.576506
101256,0.6302
101263,0.720393
101264,0.405838
101267,0.577613
101298,0.506479
101299,0.26457
101304,0.581423
101310,0.387289
101314,0.339705
101319,0.437972
101320,0.320667
101326,0.559702
101336,0.30012
101338,0.433306
101342,0.674328
101343,0.199151
101348,0.238131
101354,0.612408
101361,0.635645
101368,0.617791
101375,0.630774
101392,0.311857
101394,0.41639
101407,0.423433
101415,0.655058
101423,0.547961
101434,0.366727
101435,0.619311
101436,0.314035
101438,0.159852
101440,0.251863
101467,0.467393
101474,0.596087
101475,0.440575
101479,0.643536
101480,0.702029
101486,0.50542
101502,0.384789
101511,0.226926
101515,0.466981
101527,0.408152
101532,0.580259
101540,0.302325
101552,0.571665
101557,0.647103
101560,0.44987
101562,0.516248
101572,0.538998
101573,0.479112
101589,0.489985
101594,0.538
101619,0.543986
101630,0.679491
101639,0.425764
101641,0.429082
101642,0.558268
101643,0.555299
101644,0.462139
101645,0.598721
101648,0.612016
101652,0.834936
101656,0.145576
101660,0.503048
101665,0.634568
101668,0.625147
101670,0.053961
101673,0.516313
101678,0.281024
101679,0.616366
101681,0.470312
101683,0.324272
101689,0.54375
101692,0.762674
101701,0.276644
101706,0.513437
101712,0.431562
101719,0.489561
101738,0.425423
101741,0.299061
101742,0.75954
101759,0.648583
101769,0.433156
101770,0.666395
101781,0.499552
101795,0.268935
101802,0.560001
101809,0.398526
101814,0.793479
101820,0.508649
101823,0.451141
101840,0.198334
101841,0.124588
101842,0.258314
101852,0.382823
101859,0.561554
101861,0.633571
101876,0.731997
101878,0.122437
101883,0.485296
101886,0.170235
101893,0.404228
101896,0.3259
101898,0.66829
101918,0.783163
101924,0.461672
101930,0.446405
101937,0.467683
101946,0.686088
101948,0.4775
101967,0.409496
101968,0.55719
101971,0.725
101972,0.666788
101990,0.826652
102021,0.313307
102023,0.541269
102033,0.738731
102039,0.242686
102046,0.239848
102057,0.421624
102059,0.309153
102084,0.816736
102087,0.347557
102100,0.518532
102113,0.358759
102115,0.300509
102116,0.75464
102130,0.378582
102140,0.45226
102154,0.472102
102155,0.793568
102168,0.624845
102193,0.359339
102194,0.338776
102199,0.670593
102203,0.831806
102210,0.385719
102240,0.741664
102254,0.720037
102261,0.186143
102272,0.777416
102273,0.405705
102274,0.103044
102284,0.407066
102291,0.587381
102298,0.434691
102299,0.350414
102303,0.566102
102308,0.54458
102313,0.348624
102314,0.344173
102319,0.690188
102333,0.32073
102336,0.472486
102343,0.656377
102348,0.560087
102349,0.444561
102350,0.532381
102354,0.746297
102363,0.419398
102367,0.663466
102371,0.44943
102373,0.242662
102377,0.733849
102389,0.2549
102400,0.497999
102406,0.480158
102422,0.46119
102433,0.563294
102444,0.284176
102445,0.610131
102446,0.461431
