Id,Probability
100004,0.999924957151748
100015,0.000714802706452611
100026,0.852305667573288
100030,0.999330720237788
100047,0.985524015694969
100052,0.845119494020022
100056,0.67883938510347
100061,0.16610771313819
100067,0.553029869156692
100068,0.999507264116334
100082,0.962480458633848
100084,0.718272528929194
100097,0.999981851537895
100098,0.979598530157993
100100,0.0841701333175923
100122,0.897458324145081
100128,0.997357365262359
100134,0.999965994770137
100138,0.855067937736242
100146,0.999348048537612
100161,0.988646884857794
100167,0.0523578610201046
100184,0.139997034941165
100187,0.817296578130131
100189,0.856552196428588
100202,0.0148853017525985
100206,0.999576573225614
100212,0.251795902086539
100218,0.680217374260804
100219,0.999867894187306
100226,0.0138396082271685
100227,0.952702779309188
100229,0.994257795985172
100243,0.847719381766483
100257,0.999970169611696
100258,0.0561946135215956
100265,0.194990497112041
100274,0.999821351376967
100276,0.644612338628603
100287,0.713636470374226
100289,0.303133532262154
100294,0.999885755302351
100307,0.0869903590280495
100313,0.999283311839701
100322,0.597942933976175
100326,0.769854282962128
100332,0.942697913319989
100334,0.756221571099112
100339,0.564601816193344
100344,0.970731049791415
100351,0.320958639951433
100359,0.996350328020806
100375,0.99998780312332
100392,0.992305469412028
100401,0.990585758188847
100403,0.999969802962907
100419,0.182755708054259
100426,0.364816900855509
100432,0.999171646595113
100433,0.0840245480839634
100444,0.953757995079501
100448,0.993335452958653
100452,0.519043527666997
100456,0.521569617571002
100465,0.266127283500539
100475,0.779055283727406
100479,0.0335098511789804
100483,0.587454713028972
100490,0.0227270287881523
100492,0.555093658321298
100499,0.914113044717349
100505,0.921837942119543
100509,0.970749511117517
100513,0.999241345530906
100514,0.0923724579353662
100519,0.146094500800691
100528,0.831373668159497
100530,0.985767872209161
100536,0.787654483504028
100541,0.991439848386748
100543,0.99974378189356
100544,0.458113786651169
100554,0.591138768217642
100562,0.998859270688244
100563,0.0175262435662296
100569,0.699466599078517
100572,0.992254082493055
100574,0.995284550130524
100578,0.999330345607981
100594,0.991921010818302
100595,0.986911996690393
100598,0.150320570789878
100603,0.991450240952305
100604,0.353434411794676
100606,0.990561829340729
100617,0.0881291504954759
100634,0.283319551904654
100638,0.970229203090062
100641,0.178399693884453
100649,0.995101012036013
100653,0.98227203778813
100654,0.0108671557538387
100655,0.000296585418910789
100676,0.863495982747442
100678,0.316511778158245
100692,0.932659551604366
100698,0.654176814075993
100703,0.977302883634435
100708,0.984187622843903
100712,0.953649764023687
100713,0.321202808084392
100716,0.396849649256061
100722,0.993171348394444
100729,0.999496380243294
100733,0.999999866286174
100739,0.0723026905981118
100747,0.970481634769596
100751,0.992359984192403
100759,0.945860866488765
100765,0.00303015953059033
100767,0.987459133498637
100772,0.797521621820863
100780,0.61299023168655
100783,0.336001387911177
100787,0.978184164897189
100815,0.910005988547206
100817,0.618061832187406
100818,0.048137091862919
100830,0.410168853441091
100840,0.834242029743517
100843,0.913017167654015
100857,0.820205300118534
100859,0.0140150339170432
100865,0.988124966337982
100873,0.996141998134369
100886,0.582719853229131
100893,0.976670090947411
100896,0.140474151259303
100913,0.999877878396659
100918,0.995384099515955
100921,0.0833017942382333
100928,0.876907027531131
100945,0.998624672154008
100947,0.999999318638443
100952,0.25751795038571
100955,0.023937569619266
100959,0.0753986761263368
100960,0.989351042552802
100962,0.524063646324298
100972,0.92463604878913
100980,0.77802879496528
100999,0.0671370131179777
101000,0.168690372129369
101002,0.343173144787664
101003,0.964708362065618
101010,0.997751656965203
101012,0.775087972502856
101023,0.999711878545312
101031,0.999999761820104
101039,0.99996756782452
101040,0.00503681345697458
101050,0.996739578602763
101054,0.999995538984219
101056,0.965800334350984
101060,0.957644557027171
101068,0.203878192210037
101082,0.933090423327872
101083,0.00993324299292263
101093,0.0349975130724044
101099,0.18437553049697
101107,0.48638742017384
101111,0.0755238169991175
101113,0.619231465898319
101115,0.142699948871064
101119,0.811853000417114
101123,0.896195725525478
101125,0.992673884666882
101129,0.980755069618292
101130,0.662550409927675
101132,0.597209048548226
101135,0.373972796952263
101140,0.910964686851516
101145,0.440370192542961
101153,0.0739324454757851
101156,0.99999349562683
101159,0.542407461027768
101162,0.998953180625215
101171,0.971398257822682
101181,0.0800185358559695
101197,0.209843388559938
101228,0.0710649873012927
101235,0.999999515835898
101238,0.994947539630345
101243,0.00458262217099626
101256,0.916747276201248
101263,0.716984325799271
101264,0.269084725076088
101267,0.999991724895472
101298,0.999182134617358
101299,0.136754501080735
101304,0.20317474315425
101310,0.0657243738174227
101314,0.00356334914773696
101319,0.972262657431806
101320,0.00497611145656786
101326,0.973639943910221
101336,0.00131735719492384
101338,0.990046479841453
101342,0.994778438770818
101343,0.417710110937722
101348,0.0165714179575701
101354,0.999993885374819
101361,0.740650576966141
101368,0.995617452198904
101375,0.995514144391033
101392,0.00705997397234247
101394,0.456617397386468
101407,0.995665370687742
101415,0.985111628802094
101423,0.990111232221095
101434,0.527708601671364
101435,0.783452286495183
101436,0.623968570788349
101438,0.872481783224591
101440,0.523789377559422
101467,0.860737134618286
101474,0.577914414534155
101475,0.0141748872967117
101479,0.624249104546066
101480,0.99970413857796
101486,0.00413141338735605
101502,0.0755601215720263
101511,0.999997862082454
101515,0.477848885703527
101527,0.13165973732594
101532,0.994243611677101
101540,0.00355160000323793
101552,0.987557625471336
101557,0.0895639857017659
101560,0.887281056936814
101562,0.527896616043166
101572,0.456606518862639
101573,0.00260937195905607
101589,0.97741205175124
101594,0.00588741745380791
101619,0.815911702125915
101630,0.999576139535324
101639,0.0603079542964408
101641,0.966366140572657
101642,0.0838669641024483
101643,0.99051712661945
101644,0.289637121215763
101645,0.908621587274712
101648,0.768902251927576
101652,0.334262566926276
101656,0.397621612771801
101660,0.143798476596396
101665,0.98394706875211
101668,0.999212145160534
101670,0.000543789837567655
101673,0.0971575061145735
101678,0.448658799417262
101679,0.998461867611475
101681,0.593041738835477
101683,0.955926132590264
101689,0.982407959461804
101692,0.999958123970777
101701,0.387287777040789
101706,0.149818274493908
101712,0.941275760465465
101719,0.51247576443786
101738,0.969689625303068
101741,0.0277075208766326
101742,0.98650006611916
101759,0.0674819501289975
101769,0.935884117722089
101770,0.999320093543284
101781,0.997200427076853
101795,0.075266418847781
101802,0.438015847588235
101809,0.231569730474325
101814,0.995640526278649
101820,0.999092502364704
101823,0.96901562130148
101840,0.000929349712240565
101841,0.999980938337662
101842,0.989264860547343
101852,0.784881889630187
101859,0.522186485254146
101861,0.989386126388481
101876,0.775348912409151
101878,0.320968921053915
101883,0.634794537904452
101886,0.74186686585955
101893,0.000412836339367182
101896,0.0147759187723553
101898,0.952266285764719
101918,0.999252716808962
101924,0.995829312765519
101930,0.00188543102966332
101937,0.990636414307735
101946,0.999999993015795
101948,0.998045019943391
101967,0.0722458077604856
101968,0.997302665858159
101971,0.856820088143604
101972,0.849400569485336
101990,0.962506931113612
102021,0.96189712492213
102023,0.999999909276038
102033,0.99959507013586
102039,0.00174606883299227
102046,0.751802818367714
102057,0.694815720059962
102059,0.972004485094552
102084,0.906694426994559
102087,0.985270352117071
102100,0.235743952486246
102113,0.944660949902997
102115,0.00076309456167953
102116,0.999999961397796
102130,0.0867198172400289
102140,0.997487528690064
102154,0.382709858383704
102155,0.999999999979672
102168,0.100895939230734
102193,0.999999982180518
102194,0.999833882153319
102199,0.99355869249673
102203,0.996858841073699
102210,0.719506744476173
102240,0.827094719845806
102254,0.729748322997934
102261,0.186237305952145
102272,0.999676747434942
102273,0.0420444980769222
102274,0.0306309452243497
102284,0.998241920728026
102291,0.995164019397206
102298,0.4148732165262
102299,0.103556489303158
102303,0.999602753803407
102308,0.719009441771791
102313,0.113755137244263
102314,0.336567720265498
102319,0.994943672405466
102333,0.0690586368365176
102336,0.925091753319229
102343,0.999880902035965
102348,0.99473210569102
102349,0.124476988198399
102350,0.996560223703411
102354,0.999813746072823
102363,0.142115308108295
102367,0.920092465525804
102371,0.000539172267892807
102373,0.0489699057662078
102377,0.992497052090407
102389,0.718903594010689
102400,0.238370622442691
102406,0.317877383864605
102422,0.53268103849364
102433,0.705768723863042
102444,0.0683504403981953
102445,0.999210414835961
102446,0.226887683755042
102457,0.901153275726014
102462,0.996334694201089
102466,0.992718746387322
102480,0.779647652084062
102484,0.276125316428724
102487,0.999999999728619
102494,0.0348427810909201
102504,0.958552583204126
102505,0.95801748608213
102513,0.122533748091837
102517,0.592191782263278
102524,0.999331858434652
102525,0.0853965512423278
102529,0.514019293432625
102534,0.997261018179149
102535,0.999736321064209
102548,0.00264484136840205
102555,0.870108119153047
102559,0.718986618497563
102562,0.734189899018004
102574,0.80952691022202
102586,0.140792420527805
102592,0.0151302570894602
102597,0.993812881872274
102609,0.854225936205415
102613,0.999315047074403
102617,0.00405049951799644
102626,0.00297400190306823
102629,0.389193298507762
102630,0.998271927145203
102635,0.558097750124873
102638,0.404245562869245
102641,0.0011216455625292
102646,0.999968714776332
102657,0.640679681051636
102659,0.989907510129201
102674,0.0217153673864234
102716,0.0581513247766248
102720,0.99999957842448
102737,0.292915014736414
102748,0.99997743124946
102749,0.986159407300146
102758,0.985370174019957
102761,0.201586054102454
102778,0.930788460839755
102788,0.9988810938502
102795,0.997306347486531
102812,0.973669140035331
102820,0.185911966797058
102821,0.495333230070951
102827,0.00222578161368623
102829,0.992277505211505
102835,0.463316630081216
102838,0.00990739439035094
102841,0.247564273127349
102843,0.939901808956415
102848,0.158517481428946
102850,0.295664213382907
102855,0.716526226728065
102861,0.998425201233862
102891,0.982693055151948
102892,0.189742225227427
102910,0.0177476900148448
102923,0.991769200833755
102942,0.998868552483217
102947,0.995823560564452
102953,0.327956745930136
102955,0.454551750472739
102958,0.999371221215045
102959,0.589988474662929
102971,0.999999997022702
102973,0.65312126858443
102974,0.989035157126604
102977,0.999791896553799
102988,0.992917814376959
103001,0.912930558277155
103006,0.0254153827972045
103037,0.072522671218873
103038,0.0440001933857276
103040,0.190591136258851
103049,0.988606666694069
103053,0.995473966571207
103061,0.997378394215853
103062,0.0568908227537521
103076,0.976432522920529
103097,0.0934456342323614
103102,0.581907843357849
103108,0.999961239796602
103117,0.162032253361625
103120,0.273925549135965
103121,0.295379198232368
103123,0.336071278500732
103124,0.06286333391103
103131,0.998608813251089
103135,0.770065345490137
103140,0.0898283878948621
103145,0.984992429907328
103146,0.000369685020055712
103147,0.737015602260277
103150,0.980235714782882
103154,0.591407082494265
103157,0.996917079051314
103164,0.479671955701081
103165,0.00367284615952967
103173,0.743077270018136
103189,0.908968010529377
103206,0.999997580259561
103218,0.195263398253831
103223,0.884217624097718
103228,0.0518847741697654
103232,0.992628814917611
103245,0.887753618059948
103247,0.969020232830229
103253,0.0143296744979524
103270,0.0604843522197106
103277,0.0638199327209045
103279,0.850545503186232
103280,0.00749007296048694
103287,0.755062550824925
103294,0.998909984971818
103299,0.998143940848398
103312,0.488949585151249
103313,0.999781924777156
103318,0.802712581117412
103332,0.195733297469617
103341,0.985453593298447
103344,0.173922726916877
103353,0.925555789061324
103359,0.112998665894167
103364,0.995792877003161
103373,0.248031250329821
103378,0.320791103372688
103403,0.0187339178268727
103405,0.999356883861504
103407,0.663698426579928
103408,0.996146875098143
103410,0.851652153988797
103413,0.224337547276973
103429,0.0863785453086137
103433,0.0299545152746917
103438,0.999911211158936
103451,0.983413214422608
103461,5.88012930641262e-05
103463,0.230488607686917
103467,0.1998129038782
103471,0.170020231268368
103472,0.227210363358812
103476,0.136380101217914
103477,0.947416816384961
103482,0.551206085504486
103485,0.129295029736674
103489,0.928991106859927
103493,0.868556128878442
103504,0.970075364866521
103505,0.997771516504473
103508,0.44928709826085
103510,0.0329619509920733
103519,0.649905936734733
103526,0.927725381297406
103528,0.466683550212249
103533,0.567034600237955
103540,0.955043120520653
103549,0.999869631912156
103550,0.00655126061645482
103560,0.308400658445034
103565,0.98609942323117
103581,0.9999483165151
103582,0.836585333006092
103588,0.996063318377424
103590,0.0324362891034385
103594,0.998894298365638
103597,0.999827989406859
103599,0.006665216649288
103609,0.999999974784831
103621,0.00808250846267468
103628,0.0154099929090032
103631,0.99009914592781
103634,0.394540831167279
103652,0.0127570307643349
103654,0.67773502151716
103672,0.687672706474216
103675,0.0829593852463604
103679,0.995959076366074
103686,0.00136571919854045
103694,0.999884785827432
103703,0.999607866580308
103731,0.926587616169396
103740,0.0723398650366335
103753,0.96387196541771
103757,0.999567584988443
103758,0.932954498508983
103776,0.702358767671729
103779,0.990999987537672
103782,0.591113443660296
103786,0.542242650428458
103789,0.999732167970797
103802,0.0554761443614602
103813,0.603508492719149
103817,0.999747890241099
103819,0.997712090278336
103821,0.987752391152988
103847,0.989431262451305
103861,0.398439067990261
103869,0.986744711487803
103873,0.991463211757643
103878,0.0694057973330989
103894,0.99765920959882
103901,0.449092664074748
103910,0.55076879487392
103916,0.00438614720209891
103919,0.218980695549493
103926,0.885451086449187
103930,0.0117369151632613
103932,0.973309017381447
103943,0.843610598357053
103944,0.976162192570393
103947,0.000144523960374631
103949,0.00268264070015027
103952,0.512781628199921
103953,0.73053527342545
103955,0.0336793608172016
103959,0.167968368545912
104001,0.999965081322133
104003,0.710318283604613
104009,0.999120741871836
104014,0.0870751045476734
104015,0.000822838242085977
104051,0.00337915585616181
104054,0.516435334544052
104055,0.525751187928175
104062,0.000196219751394198
104100,0.99900291440061
104119,0.451783438386485
104125,0.0228096524066969
104134,0.999981696099812
104155,0.817770997153218
104156,0.0585146906812051
104168,0.998930512055223
104187,0.384700094568637
104190,0.771784520091071
104193,0.976223373143382
104197,0.054311698194775
104204,0.88204060055983
104215,0.0805257641780967
104225,0.0191205625495013
104226,0.9952790676673
104229,0.999718624851947
104234,0.902663162101142
104238,0.0398423777628033
104241,0.999922748613352
104247,0.0377284628499995
104251,0.922661256821849
104254,0.750634709062157
104265,0.207950210366455
104278,0.988393287804584
104281,0.762616883283755
104282,0.995716489929273
104286,0.558137313036176
104300,0.043695674011415
104301,0.140281344090077
104308,0.823885090529261
104309,0.999642884630828
104314,0.707857222304538
104315,0.12108181699338
104316,0.988924290058591
104317,0.899818141541615
104321,0.864543974900081
104327,0.979183356659507
104330,0.218030219272854
104337,0.980587968790018
104353,0.873165482915279
104363,0.00769710343594568
104367,0.99980624897487
104371,0.999991803321899
104377,0.998225719015826
104380,0.989604426547606
104398,0.999744792425044
104402,0.866398944013184
104404,0.17384049060943
104415,0.213710351222567
104421,0.999951353871334
104422,0.960724986657628
104431,0.0312875632805059
104445,0.0172794386108533
104446,0.000255567088559965
104449,0.845026360053645
104468,0.995789341042884
104473,0.979614490728951
104480,0.995594230796003
104491,0.000453587348657343
104502,0.9999894431183
104503,0.773961509924631
104506,0.0694839556454458
104514,0.999182593275496
104526,0.986763103834263
104532,0.0111438926780098
104544,0.977174768011599
104546,0.0730523298088875
104550,0.00324870053589276
104557,0.981881841598475
104566,0.851814879886882
104573,0.834955862469844
104575,0.998865629190827
104578,0.00900008109289173
104584,0.885709834824301
104586,0.937117886497957
104591,0.128447561779049
104592,0.434839608980603
104597,0.0345379345646654
104605,0.0734243676087933
104610,0.806492244752096
104616,0.983473687836706
104620,0.808998908050821
104624,0.987245764165816
104630,0.996548388476013
104631,0.998326529964867
104648,0.778038306466036
104650,0.215210195573244
104670,0.99982930192523
104673,0.630395400388308
104676,0.0403700021909363
104679,0.948541049928639
104681,0.81123093130432
104701,0.799894291526149
104717,0.497704373070891
104727,0.739455585728017
104728,0.171859826193416
104730,0.996551645047263
104731,0.913401919315247
104734,0.99192602818218
104735,0.992179052265335
104748,0.000750311088957585
104755,0.0336317051644567
104756,0.999975844064762
104765,0.98960868276863
104767,0.757912147042478
104770,0.987699340938917
104773,0.00461877145300829
104775,0.998167461769911
104786,0.0175193905350598
104791,0.247562651979294
104793,0.999520957011261
104814,0.999999193792075
104824,0.0125658931728204
104836,0.54546153679877
104848,0.993478093639691
104861,0.756697068833172
104882,0.929769942456711
104886,0.0849540281446523
104888,0.999934307384533
104892,0.552492314062712
104898,0.037100304325546
104901,0.97509531312699
104902,0.339642020899859
104910,0.0777130817796739
104921,0.969455158615438
104924,0.999980696590911
104927,0.174750761806095
104929,0.999460065899184
104935,0.926586391436922
104942,0.98194665562762
104957,0.766017111839183
104961,0.99821012573072
104965,0.00497377450056484
104975,0.84552757161554
104991,0.018306889120547
104995,0.0105553543305365
105000,0.864907213483414
105010,0.947663199310209
105014,0.875691518754677
105023,0.967285576292473
105027,0.0250058334298492
105031,0.98619909145169
105045,0.521172125873381
105049,0.999749656246739
105058,0.999990077004158
105105,0.0151472576986535
105111,0.488799970419713
105116,0.995008100372441
105126,0.0740094940076977
105144,0.00918103768577776
105166,0.881860668272179
105167,0.910598237962301
105175,0.910545992983865
105177,0.996651871464745
105179,0.0911424091719069
105192,0.997846193819111
105193,0.0231005601214927
105197,0.874939558580617
105204,0.999653935020078
105212,0.147249772095738
105219,0.879591107132237
105220,0.189906693023671
105226,0.749356673221166
105230,0.189038009793909
105241,0.19030195336627
105270,0.991134466083735
